Idade,Saiu_da_empresa,Viagens,Departamento,Distancia_de_casa,Educacao,Area_de_formacao,ID_funcionario,Genero,Nivel_posicao,Cargo,Estado_Civel,Renda_mensal,Num_empresas_trabalhou,Aumento_salarial_ultimo_ano_em_%,Nivel_opcao_acoes,Experiencia_anos,Qtd_treinamento_ultimo_ano,Anos_na_empresa,Anos_da_ultima_promocao,Anos_com_mesmo_Gerente
33,Sim,Raramente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,178,Feminino,4,Diretor de pesquisa,Casado,67280,7,22,0,15,2,7,7,7
33,Sim,Raramente,Vendas,5,4,Marketing,179,Masculino,2,Diretor de pesquisa,Divorciado,66520,7,25,0,8,5,4,1,3
30,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,180,Masculino,1,Executivo de vendas,Solteiro,48500,0,12,1,4,4,3,1,2
35,Nao,Raramente,Pesquisa e desenvolvimento,12,2,Medica,181,Feminino,2,Representante de Vendas,Casado,28090,4,23,1,10,2,8,0,0
31,Sim,Frequente,Pesquisa e desenvolvimento,22,2,Medica,182,Feminino,2,Executivo de vendas,Casado,56890,3,15,2,12,2,1,0,0
34,Sim,Frequente,Vendas,17,1,Marketing,183,Masculino,1,Diretor de pesquisa,Divorciado,20010,9,22,1,11,5,3,0,2
42,Nao,Frequente,Pesquisa e desenvolvimento,2,4,Medica,184,Feminino,1,Pesquisador,Casado,29770,4,15,3,8,3,2,2,0
36,Nao,Nao,Pesquisa e desenvolvimento,3,4,Medica,185,Masculino,1,Pesquisador,Solteiro,40250,1,11,0,10,3,10,9,7
22,Sim,Frequente,Pesquisa e desenvolvimento,7,3,Medica,186,Feminino,2,Tecnico de Laboratorio,Solteiro,37850,5,13,2,4,2,2,1,2
48,Nao,Raramente,Pesquisa e desenvolvimento,6,3,Medica,187,Masculino,1,Tecnico de Laboratorio,Casado,108540,2,14,1,14,6,9,6,7
55,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,188,Feminino,1,Executivo de vendas,Solteiro,120310,3,11,0,37,5,10,7,7
41,Nao,Nao,Pesquisa e desenvolvimento,3,2,Ciencias da Vida,189,Feminino,2,Pesquisador,Solteiro,99360,7,17,1,16,2,14,1,10
35,Nao,Raramente,Pesquisa e desenvolvimento,22,3,Medica,190,Feminino,1,Representante de Vendas,Casado,29660,9,18,0,15,2,11,6,9
40,Nao,Raramente,Pesquisa e desenvolvimento,15,3,Ciencias da Vida,191,Feminino,2,Tecnico de Laboratorio,Solteiro,25710,7,14,0,22,1,20,5,13
39,Nao,Frequente,Pesquisa e desenvolvimento,12,1,Medica,192,Masculino,1,Pesquisador,Casado,99910,1,16,1,8,3,8,0,7
31,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,193,Masculino,3,Diretor de pesquisa,Solteiro,61420,4,13,2,10,2,6,0,5
42,Nao,Raramente,Pesquisa e desenvolvimento,5,3,Medica,194,Masculino,3,Executivo de vendas,Casado,53900,1,14,0,10,3,10,5,8
45,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Medica,195,Feminino,4,Executivo de vendas,Casado,44040,0,23,0,9,2,8,3,7
26,Sim,Frequente,Pesquisa e desenvolvimento,2,1,Ciencias da Vida,196,Feminino,2,Tecnico de Laboratorio,Divorciado,59930,0,12,0,8,3,7,1,0
29,Nao,Raramente,Pesquisa e desenvolvimento,5,3,Medica,197,Masculino,1,Pesquisador,Divorciado,51300,4,11,0,8,3,3,1,2
33,Nao,Raramente,Pesquisa e desenvolvimento,16,3,Medica,198,Feminino,1,Tecnico de Laboratorio,Divorciado,20900,4,16,0,10,2,6,0,5
31,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Ciencias da Vida,199,Feminino,1,Executivo de vendas,Divorciado,29090,9,14,2,10,2,5,0,1
18,Sim,Frequente,Pesquisa e desenvolvimento,2,3,Formacao Tecnica,200,Masculino,1,Executivo de vendas,Solteiro,34680,1,18,2,0,4,0,0,0
40,Nao,Nao,Pesquisa e desenvolvimento,1,4,Formacao Tecnica,201,Feminino,2,Tecnico de Laboratorio,Divorciado,30680,3,19,0,20,3,1,0,1
41,Nao,Nao,Pesquisa e desenvolvimento,23,3,Ciencias da Vida,202,Masculino,2,Diretor de Manufatura,Solteiro,26700,2,15,2,10,2,8,0,7
26,Nao,Raramente,Pesquisa e desenvolvimento,9,4,Medica,203,Masculino,3,Representante de Saude,Divorciado,26930,5,17,3,8,3,0,0,0
35,Nao,Raramente,Pesquisa e desenvolvimento,16,4,Medica,204,Masculino,2,Recursos Humanos,Solteiro,95260,1,15,0,5,2,5,0,3
34,Nao,Raramente,Pesquisa e desenvolvimento,26,3,Medica,205,Masculino,1,Tecnico de Laboratorio,Solteiro,52370,1,19,1,10,3,10,5,7
26,Sim,Raramente,Vendas,1,3,Marketing,206,Feminino,2,Diretor de Manufatura,Solteiro,24260,1,22,0,1,3,1,0,0
37,Nao,Raramente,Pesquisa e desenvolvimento,8,1,Ciencias da Vida,207,Masculino,1,Executivo de vendas,Solteiro,41930,4,16,1,12,5,6,1,2
46,Nao,Frequente,Pesquisa e desenvolvimento,4,1,Medica,208,Masculino,5,Recursos Humanos,Casado,29110,5,13,0,28,3,2,1,2
41,Nao,Raramente,Pesquisa e desenvolvimento,24,1,Ciencias da Vida,209,Masculino,1,Diretor de pesquisa,Casado,26610,7,14,1,22,2,18,11,8
37,Nao,Nao,Pesquisa e desenvolvimento,7,2,Medica,210,Masculino,1,Executivo de vendas,Divorciado,20280,1,16,1,9,3,9,7,7
52,Nao,Raramente,Vendas,2,1,Medica,211,Masculino,1,Tecnico de Laboratorio,Divorciado,99800,NA,11,1,18,2,10,6,9
32,Sim,Nao,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,212,Feminino,2,Diretor de pesquisa,Casado,32980,8,22,0,6,4,4,1,2
24,Nao,Frequente,Vendas,22,3,Ciencias da Vida,213,Feminino,1,Representante de Saude,Casado,29350,0,14,2,3,5,2,2,1
38,Nao,Raramente,Pesquisa e desenvolvimento,5,3,Ciencias da Vida,214,Feminino,1,Pesquisador,Casado,154270,3,16,1,18,2,1,0,0
37,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Formacao Tecnica,215,Feminino,5,Pesquisador,Casado,39440,6,11,2,8,3,6,4,3
49,Nao,Raramente,Vendas,21,1,Ciencias da Vida,216,Masculino,1,Executivo de vendas,Divorciado,40110,1,18,2,31,2,31,0,9
24,Nao,Raramente,Vendas,1,3,Marketing,217,Feminino,1,Executivo de vendas,Casado,34070,1,15,2,6,2,6,1,4
26,Nao,Raramente,Pesquisa e desenvolvimento,19,4,Formacao Tecnica,218,Feminino,4,Executivo de vendas,Casado,119940,1,14,1,6,6,5,1,4
24,Nao,Raramente,Vendas,7,3,Medica,219,Feminino,1,Tecnico de Laboratorio,Casado,12320,1,12,0,1,4,1,0,0
50,Nao,Frequente,Vendas,2,2,Marketing,220,Masculino,1,Executivo de vendas,Casado,29600,1,14,3,32,2,32,10,7
25,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,221,Masculino,1,Pesquisador,Casado,190940,1,16,0,7,3,7,0,6
24,Sim,Frequente,Pesquisa e desenvolvimento,2,3,Medica,222,Masculino,2,Pesquisador,Casado,39190,1,21,0,6,3,6,1,2
30,Sim,Frequente,Pesquisa e desenvolvimento,9,3,Outras,223,Masculino,2,Representante de Saude,Casado,68250,1,14,0,1,2,1,0,0
34,Nao,Raramente,Vendas,6,2,Ciencias da Vida,224,Masculino,4,Diretor de pesquisa,Casado,102480,1,12,1,6,4,6,1,3
31,Sim,Raramente,Pesquisa e desenvolvimento,9,1,Medica,225,Feminino,1,Representante de Vendas,Divorciado,189470,2,12,2,9,2,3,1,2
35,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,226,Feminino,5,Executivo de vendas,Solteiro,24960,4,17,3,9,3,3,0,2
31,Nao,Raramente,Vendas,1,3,Marketing,227,Feminino,2,Executivo de vendas,Divorciado,64650,4,17,0,13,3,7,5,7
27,Nao,Raramente,Vendas,22,4,Medica,228,Masculino,1,Representante de Vendas,Divorciado,22060,0,14,1,6,4,5,0,3
37,Nao,Raramente,Vendas,9,4,Marketing,229,Feminino,2,Tecnico de Laboratorio,Casado,20860,4,14,0,17,3,3,1,0
20,Nao,Raramente,Pesquisa e desenvolvimento,17,4,Medica,230,Feminino,1,Representante de Vendas,Solteiro,22930,1,13,2,1,3,1,0,0
42,Nao,Raramente,Pesquisa e desenvolvimento,28,4,Ciencias da Vida,231,Feminino,2,Diretor de Manufatura,Casado,26450,1,15,0,10,5,10,2,2
43,Nao,Raramente,Pesquisa e desenvolvimento,10,5,Formacao Tecnica,232,Feminino,2,Executivo de vendas,Divorciado,26830,4,11,0,21,3,1,0,0
38,Nao,Raramente,Recursos Humanos,2,4,Medica,233,Masculino,1,Recursos Humanos,Solteiro,20140,3,17,1,8,5,0,0,0
43,Nao,Frequente,Vendas,4,3,Medica,234,Feminino,2,Representante de Saude,Divorciado,34190,3,11,1,10,5,8,4,7
48,Nao,Raramente,Pesquisa e desenvolvimento,8,1,Medica,235,Masculino,2,Tecnico de Laboratorio,Casado,53760,7,13,1,21,3,3,0,2
44,Nao,Raramente,Vendas,29,4,Marketing,236,Masculino,2,Executivo de vendas,Solteiro,19510,4,22,3,10,4,2,0,2
34,Nao,Raramente,Pesquisa e desenvolvimento,13,4,Ciencias da Vida,237,Feminino,1,Tecnico de Laboratorio,Divorciado,23410,1,20,2,8,3,8,0,6
27,Sim,Raramente,Vendas,27,3,Ciencias da Vida,238,Masculino,2,Pesquisador,Divorciado,22930,0,18,0,5,0,4,0,2
21,Nao,Raramente,Vendas,16,2,Ciencias da Vida,239,Masculino,3,Executivo de vendas,Solteiro,87260,1,11,1,3,2,3,1,2
44,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Ciencias da Vida,240,Masculino,1,Tecnico de Laboratorio,Casado,40110,4,14,1,26,2,2,0,1
22,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,241,Feminino,2,Tecnico de Laboratorio,Casado,195450,0,14,0,3,3,2,2,2
33,Nao,Raramente,Vendas,13,4,Marketing,242,Feminino,2,Diretor de Manufatura,Divorciado,45680,0,18,1,6,2,5,1,2
32,Nao,Raramente,Pesquisa e desenvolvimento,1,1,Ciencias da Vida,243,Feminino,1,Representante de Saude,Casado,30220,1,16,1,6,3,6,0,5
30,Nao,Frequente,Pesquisa e desenvolvimento,4,5,Formacao Tecnica,244,Masculino,3,Gerente,Divorciado,57720,1,17,0,1,3,1,0,0
53,Nao,Raramente,Pesquisa e desenvolvimento,24,3,Outras,245,Feminino,3,Gerente,Solteiro,22690,7,11,1,18,2,14,8,10
34,Nao,Raramente,Pesquisa e desenvolvimento,1,5,Medica,246,Masculino,1,Pesquisador,Casado,53810,1,12,0,10,0,10,8,8
45,Sim,Frequente,Pesquisa e desenvolvimento,19,4,Ciencias da Vida,247,Masculino,3,Diretor de pesquisa,Casado,34410,2,13,1,5,5,1,0,0
26,Nao,Raramente,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,248,Masculino,1,Diretor de Manufatura,Casado,54540,1,13,1,3,5,3,0,2
37,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Medica,249,Masculino,1,Gerente,Casado,98840,1,14,0,10,3,10,7,8
29,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,250,Feminino,1,Representante de Saude,Casado,41570,1,17,3,6,2,6,1,2
35,Nao,Raramente,Pesquisa e desenvolvimento,10,5,Medica,251,Feminino,4,Tecnico de Laboratorio,Solteiro,134580,1,11,0,17,3,17,11,8
33,Nao,Frequente,Pesquisa e desenvolvimento,8,3,Formacao Tecnica,252,Masculino,2,Tecnico de Laboratorio,Divorciado,90690,3,25,1,15,3,13,4,7
54,Nao,Raramente,Pesquisa e desenvolvimento,5,2,Ciencias da Vida,253,Feminino,2,Executivo de vendas,Casado,40140,2,19,1,16,4,9,7,1
36,Nao,Raramente,Pesquisa e desenvolvimento,8,3,Ciencias da Vida,254,Masculino,2,Pesquisador,Divorciado,59150,2,13,1,13,3,3,0,2
27,Nao,Raramente,Vendas,9,3,Marketing,255,Masculino,5,Diretor de pesquisa,Solteiro,59930,0,14,1,5,3,4,1,1
20,Sim,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,256,Masculino,5,Representante de Vendas,Solteiro,61620,1,12,3,1,2,1,1,1
33,Sim,Frequente,Pesquisa e desenvolvimento,15,4,Medica,257,Feminino,1,Tecnico de Laboratorio,Solteiro,24060,1,11,0,10,3,10,9,7
35,Nao,Nao,Pesquisa e desenvolvimento,2,1,Medica,258,Masculino,1,Pesquisador,Casado,187400,1,19,1,1,2,1,0,0
23,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,259,Masculino,1,Representante de Saude,Casado,76370,2,11,1,5,3,3,0,2
25,Nao,Raramente,Pesquisa e desenvolvimento,11,3,Medica,260,Masculino,2,Diretor de Manufatura,Casado,100960,0,11,1,4,3,3,1,2
38,Nao,Raramente,Pesquisa e desenvolvimento,16,3,Ciencias da Vida,261,Masculino,5,Pesquisador,Solteiro,147560,0,20,1,8,3,7,0,5
29,Nao,Frequente,Vendas,2,4,Ciencias da Vida,262,Masculino,4,Representante de Saude,Divorciado,64990,1,18,3,10,3,10,2,8
48,Nao,Raramente,Pesquisa e desenvolvimento,16,3,Formacao Tecnica,263,Masculino,1,Executivo de vendas,Casado,97240,3,13,0,12,2,2,2,2
27,Nao,Frequente,Vendas,4,3,Formacao Tecnica,264,Masculino,5,Tecnico de Laboratorio,Divorciado,21940,1,12,0,6,5,6,0,4
37,Nao,Raramente,Pesquisa e desenvolvimento,16,3,Ciencias da Vida,265,Masculino,3,Gerente,Solteiro,33880,3,11,0,4,2,1,0,0
50,Nao,Raramente,Vendas,5,3,Medica,266,Masculino,1,Tecnico de Laboratorio,Casado,54730,1,19,1,20,2,20,3,8
34,Nao,Raramente,Pesquisa e desenvolvimento,18,1,Medica,267,Masculino,1,Representante de Saude,Solteiro,27030,1,21,1,9,2,8,7,7
24,Sim,Raramente,Pesquisa e desenvolvimento,17,2,Ciencias da Vida,268,Feminino,1,Representante de Saude,Solteiro,25010,9,12,0,4,3,2,2,0
39,Nao,Raramente,Pesquisa e desenvolvimento,12,5,Medica,269,Feminino,1,Representante de Vendas,Solteiro,62200,1,14,2,20,2,20,11,10
32,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,270,Masculino,5,Pesquisador,Solteiro,30380,1,11,0,10,5,10,0,8
50,Sim,Frequente,Pesquisa e desenvolvimento,4,2,Medica,271,Masculino,4,Representante de Vendas,Casado,44240,3,14,1,18,2,4,1,3
38,Nao,Raramente,Pesquisa e desenvolvimento,9,4,Ciencias da Vida,272,Masculino,1,Executivo de vendas,Solteiro,43120,0,12,1,10,2,9,1,8
27,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Medica,273,Masculino,5,Pesquisador,Casado,132450,1,23,1,9,3,9,0,7
32,Nao,Raramente,Vendas,1,3,Medica,274,Masculino,2,Executivo de vendas,Solteiro,136640,3,14,0,10,6,7,7,7
47,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Medica,275,Feminino,5,Executivo de vendas,Solteiro,50210,2,17,0,20,3,7,1,7
40,Nao,Frequente,Pesquisa e desenvolvimento,3,4,Medica,276,Feminino,3,Recursos Humanos,Casado,51260,5,18,0,20,2,18,1,12
53,Nao,Raramente,Pesquisa e desenvolvimento,7,1,Ciencias da Vida,277,Masculino,2,Tecnico de Laboratorio,Casado,28590,3,18,1,32,2,5,1,3
41,Nao,Raramente,Vendas,6,3,Medica,278,Masculino,1,Executivo de vendas,Divorciado,102390,3,24,3,23,3,21,12,6
60,Nao,Raramente,Pesquisa e desenvolvimento,8,2,Ciencias da Vida,279,Feminino,5,Tecnico de Laboratorio,Solteiro,53290,8,20,0,10,3,2,2,2
27,Nao,Frequente,Pesquisa e desenvolvimento,29,1,Ciencias da Vida,280,Masculino,2,Diretor de Manufatura,Divorciado,43250,1,14,0,9,2,9,1,7
41,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Medica,281,Masculino,1,Diretor de Manufatura,Casado,72600,1,16,0,22,2,22,2,10
50,Nao,Raramente,Vendas,9,3,Ciencias da Vida,282,Masculino,2,Pesquisador,Casado,23220,7,25,1,4,0,2,2,2
28,Sim,Raramente,Vendas,2,4,Ciencias da Vida,283,Masculino,3,Pesquisador,Solteiro,20750,7,18,3,10,0,7,3,7
36,Nao,Nao,Pesquisa e desenvolvimento,10,4,Formacao Tecnica,284,Feminino,2,Pesquisador,Casado,41520,9,19,1,10,3,8,0,5
38,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,285,Feminino,3,Gerente,Solteiro,96190,4,13,1,10,2,1,0,0
44,Nao,Nao,Pesquisa e desenvolvimento,8,2,Ciencias da Vida,286,Masculino,1,Pesquisador,Solteiro,135030,2,12,0,9,6,5,1,4
47,Nao,Frequente,Pesquisa e desenvolvimento,27,3,Ciencias da Vida,287,Masculino,1,Pesquisador,Divorciado,54410,9,22,1,28,6,22,11,13
30,Nao,Raramente,Pesquisa e desenvolvimento,8,3,Ciencias da Vida,288,Masculino,2,Executivo de vendas,Divorciado,52090,7,14,1,10,3,8,7,7
29,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Medica,289,Feminino,1,Executivo de vendas,Solteiro,106730,1,13,3,1,2,1,0,0
42,Sim,Frequente,Pesquisa e desenvolvimento,10,1,Ciencias da Vida,290,Feminino,1,Executivo de vendas,Divorciado,50100,6,21,3,7,3,2,2,2
43,Nao,Frequente,Pesquisa e desenvolvimento,26,1,Ciencias da Vida,291,Masculino,1,Tecnico de Laboratorio,Casado,135490,3,11,2,7,3,2,2,2
34,Nao,Raramente,Pesquisa e desenvolvimento,2,5,Formacao Tecnica,292,Masculino,2,Representante de Saude,Solteiro,49990,3,12,2,10,2,5,4,3
23,Nao,Raramente,Vendas,13,3,Marketing,293,Masculino,5,Executivo de vendas,Casado,42210,1,11,1,5,4,4,0,2
39,Nao,Raramente,Vendas,2,4,Marketing,294,Feminino,4,Representante de Saude,Casado,138720,9,12,3,12,3,8,3,6
56,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Medica,295,Masculino,1,Gerente,Casado,20420,7,12,0,30,6,10,1,1
40,Nao,Raramente,Vendas,9,3,Marketing,296,Masculino,2,Pesquisador,Solteiro,20730,0,14,0,5,3,4,2,3
27,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,297,Feminino,1,Tecnico de Laboratorio,Solteiro,29560,8,13,0,9,6,7,0,7
29,Nao,Raramente,Vendas,20,3,Marketing,298,Feminino,2,Gerente,Divorciado,29260,1,15,1,2,3,2,2,2
53,Nao,Raramente,Pesquisa e desenvolvimento,9,3,Ciencias da Vida,299,Feminino,3,Tecnico de Laboratorio,Solteiro,48090,2,18,0,19,2,2,2,2
35,Nao,Nao,Pesquisa e desenvolvimento,5,1,Medica,300,Masculino,1,Representante de Saude,Divorciado,51630,2,18,2,16,4,1,0,0
32,Nao,Frequente,Vendas,4,4,Ciencias da Vida,301,Masculino,2,Executivo de vendas,Casado,188440,1,19,0,10,3,10,4,7
38,Nao,Raramente,Vendas,10,3,Medica,302,Masculino,4,Tecnico de Laboratorio,Casado,181720,6,12,2,6,5,1,0,1
34,Nao,Raramente,Pesquisa e desenvolvimento,20,3,Medica,303,Feminino,3,Tecnico de Laboratorio,Divorciado,57440,3,19,1,7,4,0,0,0
52,Nao,Raramente,Vendas,21,5,Formacao Tecnica,304,Masculino,3,Gerente,Casado,28890,1,11,1,34,2,34,1,16
33,Sim,Raramente,Pesquisa e desenvolvimento,1,2,Medica,305,Masculino,3,Tecnico de Laboratorio,Solteiro,28710,1,17,3,10,2,10,7,8
25,Nao,Raramente,Pesquisa e desenvolvimento,8,3,Ciencias da Vida,306,Masculino,2,Pesquisador,Solteiro,74840,1,15,0,6,3,6,1,4
45,Nao,Raramente,Vendas,2,3,Ciencias da Vida,307,Masculino,3,Representante de Saude,Solteiro,60740,0,14,0,9,2,8,3,1
23,Nao,Raramente,Pesquisa e desenvolvimento,23,1,Ciencias da Vida,308,Feminino,2,Pesquisador,Solteiro,173280,1,17,1,2,2,2,0,2
47,Sim,Frequente,Pesquisa e desenvolvimento,4,3,Ciencias da Vida,309,Masculino,1,Diretor de pesquisa,Solteiro,27740,4,13,1,NA,2,5,1,3
34,Nao,Raramente,Pesquisa e desenvolvimento,12,3,Formacao Tecnica,310,Masculino,1,Pesquisador,Solteiro,45050,1,12,0,6,3,6,1,4
55,Sim,Raramente,Recursos Humanos,7,3,Recursos Humanos,311,Masculino,4,Tecnico de Laboratorio,Casado,74280,5,12,0,24,2,5,1,4
36,Nao,Nao,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,312,Masculino,5,Executivo de vendas,Solteiro,116310,1,18,1,10,2,10,0,9
52,Nao,Nao,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,313,Masculino,5,Executivo de vendas,Casado,97380,0,18,2,5,2,4,1,2
26,Nao,Frequente,Pesquisa e desenvolvimento,2,2,Ciencias da Vida,314,Masculino,1,Diretor de Manufatura,Divorciado,28350,3,11,1,5,2,2,2,0
29,Nao,Raramente,Pesquisa e desenvolvimento,10,2,Medica,315,Masculino,3,Diretor de Manufatura,Casado,169590,4,14,3,11,5,8,1,1
26,Sim,Raramente,Pesquisa e desenvolvimento,15,2,Ciencias da Vida,316,Masculino,2,Tecnico de Laboratorio,Solteiro,26130,6,19,1,6,2,4,1,2
34,Nao,Raramente,Pesquisa e desenvolvimento,14,4,Formacao Tecnica,317,Masculino,2,Diretor de Manufatura,Solteiro,61460,2,12,0,10,3,4,1,3
54,Nao,Raramente,Pesquisa e desenvolvimento,18,4,Medica,318,Feminino,2,Tecnico de Laboratorio,Divorciado,49630,9,15,1,9,2,5,1,4
27,Nao,Frequente,Pesquisa e desenvolvimento,13,2,Ciencias da Vida,319,Feminino,4,Pesquisador,Casado,195370,0,12,0,5,5,4,1,1
37,Nao,Raramente,Vendas,2,4,Formacao Tecnica,320,Masculino,2,Diretor de Manufatura,Divorciado,61720,0,11,0,6,1,5,4,3
38,Nao,Frequente,Vendas,2,4,Ciencias da Vida,321,Feminino,2,Pesquisador,Solteiro,23680,6,11,1,17,3,15,4,12
34,Nao,Raramente,Vendas,2,3,Marketing,322,Masculino,1,Representante de Vendas,Solteiro,103120,1,12,0,6,2,6,1,3
35,Nao,Raramente,Pesquisa e desenvolvimento,5,4,Medica,323,Masculino,3,Gerente,Casado,16750,1,16,0,3,6,3,0,2
30,Nao,Raramente,Pesquisa e desenvolvimento,20,3,Medica,324,Masculino,1,Tecnico de Laboratorio,Casado,25230,3,13,1,7,2,2,0,2
40,Nao,Frequente,Pesquisa e desenvolvimento,10,4,Medica,325,Masculino,2,Diretor de Manufatura,Casado,65670,1,13,1,8,3,8,3,7
34,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,326,Masculino,3,Representante de Saude,Casado,47390,5,24,2,6,2,3,1,2
42,Nao,Frequente,Pesquisa e desenvolvimento,9,4,Medica,327,Masculino,1,Diretor de Manufatura,Divorciado,92080,1,15,1,24,2,24,14,9
23,Sim,Raramente,Vendas,2,3,Medica,328,Feminino,4,Diretor de Manufatura,Casado,45590,1,18,1,1,2,0,0,0
24,Nao,Nao,Vendas,1,5,Marketing,329,Feminino,1,Diretor de Manufatura,Divorciado,81890,1,14,1,1,3,1,0,0
52,Nao,Raramente,Pesquisa e desenvolvimento,29,3,Ciencias da Vida,330,Masculino,2,Diretor de Manufatura,Casado,29420,8,11,1,9,1,5,1,4
50,Nao,Raramente,Pesquisa e desenvolvimento,8,4,Ciencias da Vida,331,Masculino,2,Executivo de vendas,Casado,49410,5,11,1,30,3,4,0,3
29,Sim,Raramente,Vendas,2,4,Marketing,332,Feminino,4,Pesquisador,Casado,106500,1,13,2,1,2,1,0,0
33,Nao,Raramente,Pesquisa e desenvolvimento,3,4,Ciencias da Vida,333,Masculino,4,Diretor de Manufatura,Casado,59020,0,12,1,14,2,13,3,7
33,Sim,Raramente,Pesquisa e desenvolvimento,23,5,Ciencias da Vida,334,Masculino,1,Recursos Humanos,Solteiro,86390,5,16,2,6,3,3,0,2
47,Nao,Raramente,Pesquisa e desenvolvimento,6,4,Outras,335,Masculino,2,Gerente,Casado,63470,1,14,0,26,2,26,3,0
36,Nao,Raramente,Vendas,6,3,Medica,336,Feminino,2,Executivo de vendas,Casado,42000,0,22,0,10,3,9,0,5
29,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Outras,337,Masculino,1,Pesquisador,Casado,34520,1,11,0,10,3,10,0,7
58,Sim,Raramente,Pesquisa e desenvolvimento,24,3,Outras,338,Feminino,2,Pesquisador,Solteiro,43170,7,17,0,40,2,31,13,8
35,Nao,Raramente,Vendas,10,4,Marketing,339,Feminino,1,Pesquisador,Solteiro,26320,3,13,3,7,3,2,2,2
42,Nao,Raramente,Vendas,15,1,Marketing,340,Masculino,2,Tecnico de Laboratorio,Casado,46680,9,18,2,8,2,4,0,2
28,Sim,Raramente,Pesquisa e desenvolvimento,19,4,Medica,341,Feminino,2,Executivo de vendas,Solteiro,32040,6,16,1,5,4,2,2,1
36,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,342,Masculino,2,Representante de Saude,Casado,27200,4,14,1,8,3,5,0,4
32,Nao,Raramente,Pesquisa e desenvolvimento,3,1,Medica,343,Masculino,2,Diretor de Manufatura,Casado,171810,1,14,0,14,2,14,6,8
40,Nao,Frequente,Vendas,9,3,Marketing,344,Masculino,3,Diretor de Manufatura,Solteiro,22380,NA,14,0,10,3,1,0,0
30,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Formacao Tecnica,345,Masculino,2,Diretor de pesquisa,Solteiro,14830,5,13,0,12,3,0,0,0
45,Nao,Raramente,Pesquisa e desenvolvimento,10,4,Ciencias da Vida,346,Masculino,1,Diretor de pesquisa,Solteiro,56050,1,12,2,1,2,1,0,0
42,Nao,Raramente,Pesquisa e desenvolvimento,20,2,Medica,347,Masculino,2,Representante de Vendas,Casado,72950,1,15,0,10,3,9,7,8
38,Nao,Frequente,Vendas,4,3,Medica,348,Masculino,2,Pesquisador,Divorciado,23060,2,19,1,13,5,4,1,2
34,Nao,Frequente,Pesquisa e desenvolvimento,7,4,Ciencias da Vida,349,Masculino,3,Tecnico de Laboratorio,Solteiro,23480,1,14,1,6,3,5,1,3
49,Sim,Raramente,Vendas,7,2,Ciencias da Vida,350,Feminino,2,Representante de Saude,Casado,89980,1,14,2,9,2,9,7,7
55,Sim,Raramente,Recursos Humanos,16,3,Formacao Tecnica,351,Masculino,4,Diretor de Manufatura,Solteiro,43190,4,11,0,12,3,9,7,3
43,Nao,Raramente,Pesquisa e desenvolvimento,25,2,Medica,352,Masculino,2,Representante de Saude,Casado,61320,6,13,0,22,3,4,1,0
27,Nao,Raramente,Vendas,2,4,Medica,353,Masculino,2,Gerente,Divorciado,33460,1,21,1,9,2,9,0,8
35,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,354,Masculino,1,Diretor de pesquisa,Solteiro,108550,3,13,1,17,2,8,1,6
28,Nao,Raramente,Vendas,1,2,Formacao Tecnica,355,Feminino,1,Executivo de vendas,Casado,22310,1,12,0,8,3,8,7,5
34,Nao,Raramente,Vendas,2,5,Ciencias da Vida,356,Masculino,4,Pesquisador,Casado,23230,0,17,0,4,2,3,0,2
